precision,recall,thresholds
0.26510305614783225,1.0,0.007923830976262638
0.26458036984352773,0.9973190348525469,0.010959787025612332
0.26476868327402137,0.9973190348525469,0.012207315393329175
0.26495726495726496,0.9973190348525469,0.013224918508570707
0.26514611546685674,0.9973190348525469,0.013419438891992866
0.2653352353780314,0.9973190348525469,0.013987756684546557
0.26552462526766596,0.9973190348525469,0.014244728833016033
0.26571428571428574,0.9973190348525469,0.014416598121087516
0.26590421729807007,0.9973190348525469,0.014598239739462405
0.265379113018598,0.9946380697050938,0.014690405629578148
0.2655690765926986,0.9946380697050938,0.014947763897426823
0.26575931232091693,0.9946380697050938,0.015764967028211622
0.26594982078853047,0.9946380697050938,0.015846134067332318
0.2661406025824964,0.9946380697050938,0.017923807004200883
0.2656137832017229,0.9919571045576407,0.01815558514745838
0.26580459770114945,0.9919571045576407,0.01823493176457448
0.2652767792954709,0.9892761394101877,0.018651471834629518
0.2654676258992806,0.9892761394101877,0.01968640900640467
0.265658747300216,0.9892761394101877,0.01976620147271405
0.265850144092219,0.9892761394101877,0.019814299722115417
0.26604181687094447,0.9892761394101877,0.019957188111150416
0.2662337662337662,0.9892761394101877,0.020076655010339138
0.2657039711191336,0.9865951742627346,0.02024413855437928
0.2658959537572254,0.9865951742627346,0.02031520348373877
0.2660882140274765,0.9865951742627346,0.02084601680180047
0.2662807525325615,0.9865951742627346,0.02139339024325688
0.2664735698769008,0.9865951742627346,0.022199672942401327
0.26666666666666666,0.9865951742627346,0.022409806518446266
0.2661348803480783,0.9839142091152815,0.022827974256720965
0.2663280116110305,0.9839142091152815,0.022972712142553427
0.2665214233841685,0.9839142091152815,0.0233793034920154
0.26671511627906974,0.9839142091152815,0.02495323716007885
0.26690909090909093,0.9839142091152815,0.025120107497459937
0.26710334788937407,0.9839142091152815,0.025349033849832257
0.2672978878368536,0.9839142091152815,0.025930917567073473
0.26676384839650147,0.9812332439678284,0.026407052429243908
0.26695842450765866,0.9812332439678284,0.027107736357299395
0.2671532846715328,0.9812332439678284,0.027241777399168898
0.2673484295105917,0.9812332439678284,0.027446255105705964
0.2675438596491228,0.9812332439678284,0.027518517466362646
0.2670080468178493,0.9785522788203753,0.02754393757809797
0.2664714494875549,0.9758713136729222,0.028156077501404895
0.26666666666666666,0.9758713136729222,0.028493298443910364
0.2668621700879765,0.9758713136729222,0.02858102181193142
0.2663242846661775,0.9731903485254692,0.02865717073381652
0.2665198237885463,0.9731903485254692,0.029287236724520712
0.26671565025716387,0.9731903485254692,0.029328272962876736
0.26691176470588235,0.9731903485254692,0.029576681367977885
0.2671081677704194,0.9731903485254692,0.029689585711583994
0.2665684830633284,0.9705093833780161,0.029752754376246932
0.2660280029476787,0.967828418230563,0.02986531342741778
0.26548672566371684,0.9651474530831099,0.030471547970907193
0.2656826568265683,0.9651474530831099,0.030486505791854412
0.2658788774002954,0.9651474530831099,0.030539451030380534
0.2660753880266075,0.9651474530831099,0.031138685215765467
0.26627218934911245,0.9651474530831099,0.03130430094853062
0.2664692820133235,0.9651474530831099,0.03164917519530691
0.26666666666666666,0.9651474530831099,0.03176767029772992
0.26612305411415865,0.9624664879356568,0.032010250337921944
0.2663204747774481,0.9624664879356568,0.032237201044298655
0.26651818856718634,0.9624664879356568,0.03250234377135585
0.26671619613670133,0.9624664879356568,0.032804009900741976
0.26691449814126395,0.9624664879356568,0.03348188938708558
0.26711309523809523,0.9624664879356568,0.03480151185227299
0.2673119880863738,0.9624664879356568,0.035088020892580625
0.26751117734724295,0.9624664879356568,0.03554981566260656
0.2677106636838181,0.9624664879356568,0.03613949265763343
0.26791044776119405,0.9624664879356568,0.036160267877748585
0.2681105302464526,0.9624664879356568,0.03661263346087069
0.26831091180866967,0.9624664879356568,0.03686258958171083
0.268511593118923,0.9624664879356568,0.03686803043843451
0.2687125748502994,0.9624664879356568,0.03700482448713816
0.2689138576779026,0.9624664879356568,0.03739819056017412
0.2691154422788606,0.9624664879356568,0.03740340682053524
0.2693173293323331,0.9624664879356568,0.03746919557357632
0.2695195195195195,0.9624664879356568,0.03764026173647604
0.2697220135236664,0.9624664879356568,0.037708323994234544
0.2699248120300752,0.9624664879356568,0.03796803030214311
0.2693754702784048,0.9597855227882037,0.038173558630856856
0.26957831325301207,0.9597855227882037,0.038250557572470444
0.26978146194423513,0.9597855227882037,0.03837132857618309
0.26998491704374056,0.9597855227882037,0.03864268733044559
0.270188679245283,0.9597855227882037,0.038660865775991586
0.270392749244713,0.9597855227882037,0.03871256220442982
0.2705971277399849,0.9597855227882037,0.039161630084857076
0.2708018154311649,0.9597855227882037,0.03948248395579977
0.27100681302043905,0.9597855227882037,0.039546556806147735
0.27121212121212124,0.9597855227882037,0.039710664001241534
0.2714177407126611,0.9597855227882037,0.040213532803594326
0.2716236722306525,0.9597855227882037,0.04026084004831965
0.2718299164768413,0.9597855227882037,0.040465910683072794
0.27203647416413373,0.9597855227882037,0.04057314741301871
0.2722433460076046,0.9597855227882037,0.04151347266794963
0.2724505327245053,0.9597855227882037,0.0415179792217108
0.27265803503427266,0.9597855227882037,0.04194869791154731
0.2728658536585366,0.9597855227882037,0.04276497495292029
0.2730739893211289,0.9597855227882037,0.04288317682029055
0.2732824427480916,0.9597855227882037,0.04363360897284812
0.2734912146676853,0.9597855227882037,0.04373779685679782
0.27293577981651373,0.9571045576407506,0.044259151353127066
0.27314460596786533,0.9571045576407506,0.04440219766464011
0.27335375191424194,0.9571045576407506,0.04442890565679958
0.2735632183908046,0.9571045576407506,0.044548500497993034
0.2737730061349693,0.9571045576407506,0.0446993809203207
0.27398311588641594,0.9571045576407506,0.045042044894953726
0.27419354838709675,0.9571045576407506,0.045664608574372635
0.2736356648731745,0.9544235924932976,0.04591048491727996
0.27384615384615385,0.9544235924932976,0.045918541201110094
0.27405696689761355,0.9544235924932976,0.04620821737937731
0.27426810477657937,0.9544235924932976,0.04626214850222076
0.2744795682343871,0.9544235924932976,0.04640849860325732
0.27469135802469136,0.9544235924932976,0.04648418116706371
0.2749034749034749,0.9544235924932976,0.04685337746388796
0.2751159196290572,0.9544235924932976,0.046918421514705724
0.27532869296210366,0.9544235924932976,0.047075550244298874
0.2755417956656347,0.9544235924932976,0.04725909483119992
0.2749806351665376,0.9517426273458445,0.047667235431360054
0.2751937984496124,0.9517426273458445,0.04782791517808577
0.2754072924747867,0.9517426273458445,0.047882841384341124
0.27562111801242234,0.9517426273458445,0.04802407792001991
0.27583527583527584,0.9517426273458445,0.04847848462934551
0.276049766718507,0.9517426273458445,0.04877537381900618
0.27626459143968873,0.9517426273458445,0.04879275303515027
0.2764797507788162,0.9517426273458445,0.048904631050635174
0.2766952455183164,0.9517426273458445,0.04893971042655354
0.27691107644305774,0.9517426273458445,0.04908466064664196
0.27712724434035907,0.9517426273458445,0.049556408752878825
0.27734375,0.9517426273458445,0.049624095730973525
0.27756059421422985,0.9517426273458445,0.0497130250514877
0.2777777777777778,0.9517426273458445,0.050188754145735925
0.27799530148786217,0.9517426273458445,0.05045840685370635
0.2782131661442006,0.9517426273458445,0.05047622783345463
0.2784313725490196,0.9517426273458445,0.050559357593694586
0.27864992150706436,0.9517426273458445,0.050636622844234716
0.2788688138256088,0.9517426273458445,0.0506995923789184
0.27908805031446543,0.9517426273458445,0.050789213364970345
0.27930763178599527,0.9517426273458445,0.05083618051341794
0.2795275590551181,0.9517426273458445,0.0509986908372301
0.2797478329393223,0.9517426273458445,0.05107681308405732
0.27996845425867506,0.9517426273458445,0.05129268745829279
0.2801894238358327,0.9517426273458445,0.051345622478452396
0.2804107424960506,0.9517426273458445,0.051551879913482555
0.28063241106719367,0.9517426273458445,0.051574368202578054
0.28085443037974683,0.9517426273458445,0.0521590898268973
0.281076801266825,0.9517426273458445,0.05216003531824009
0.28129952456418383,0.9517426273458445,0.0522008222534333
0.28072957969865187,0.9490616621983914,0.05235118245854327
0.28095238095238095,0.9490616621983914,0.05254960693259784
0.2811755361397935,0.9490616621983914,0.05269299558954082
0.28139904610492844,0.9490616621983914,0.052713271029146726
0.28162291169451076,0.9490616621983914,0.05281664636681446
0.2818471337579618,0.9490616621983914,0.05287203110936804
0.28207171314741036,0.9490616621983914,0.05298703100588321
0.2822966507177033,0.9490616621983914,0.053216027721564786
0.2817238627294493,0.9463806970509383,0.053772637660302706
0.2819488817891374,0.9463806970509383,0.053969013619473066
0.2821742605915268,0.9463806970509383,0.054229371622021426
0.2824,0.9463806970509383,0.054700395632552114
0.28262610088070456,0.9463806970509383,0.054983466470781804
0.2828525641025641,0.9463806970509383,0.05499601898101495
0.2830793905372895,0.9463806970509383,0.054999447463691016
0.28330658105939005,0.9463806970509383,0.055434791165351126
0.28353413654618476,0.9463806970509383,0.05550220421486642
0.2837620578778135,0.9463806970509383,0.05566205673454452
0.2839903459372486,0.9463806970509383,0.055731329055435735
0.28421900161030594,0.9463806970509383,0.05585039615035987
0.28444802578565676,0.9463806970509383,0.05595475293717794
0.2846774193548387,0.9463806970509383,0.056071001816296095
0.28490718321226793,0.9463806970509383,0.0562869737419636
0.284329563812601,0.9436997319034852,0.056306889587317374
0.28455941794664513,0.9436997319034852,0.0564478548882925
0.28398058252427183,0.9410187667560321,0.05649367260441081
0.28421052631578947,0.9410187667560321,0.05684872098585906
0.28444084278768234,0.9410187667560321,0.0569488913566555
0.2846715328467153,0.9410187667560321,0.05716498224424723
0.2849025974025974,0.9410187667560321,0.05746632491616389
0.2851340373679935,0.9410187667560321,0.0576368219869295
0.28536585365853656,0.9410187667560321,0.0577031367583498
0.2855980471928397,0.9410187667560321,0.057811983507091304
0.28583061889250816,0.9410187667560321,0.05794054928834916
0.2860635696821516,0.9410187667560321,0.058695123863112625
0.28629690048939643,0.9410187667560321,0.05870986491133847
0.28653061224489795,0.9410187667560321,0.05876423822704033
0.2867647058823529,0.9410187667560321,0.05877518548457735
0.28699918233851185,0.9410187667560321,0.05916046832253781
0.2872340425531915,0.9410187667560321,0.05916334447293959
0.28746928746928746,0.9410187667560321,0.05932055788131148
0.28770491803278686,0.9410187667560321,0.059449509141874156
0.28794093519278097,0.9410187667560321,0.059484448526570574
0.2881773399014778,0.9410187667560321,0.060014064252600474
0.28841413311421527,0.9410187667560321,0.06009193693848111
0.2886513157894737,0.9410187667560321,0.06016058120468569
0.28888888888888886,0.9410187667560321,0.060171627928620824
0.28912685337726524,0.9410187667560321,0.06034466943319954
0.2893652102225886,0.9410187667560321,0.060458129003918865
0.2896039603960396,0.9410187667560321,0.06060676519222641
0.2898431048720066,0.9410187667560321,0.06069179545909707
0.2900826446280992,0.9410187667560321,0.060991400306463446
0.2903225806451613,0.9410187667560321,0.06101439619513779
0.2905629139072848,0.9410187667560321,0.06115062451391608
0.2908036454018227,0.9410187667560321,0.06122723828816805
0.291044776119403,0.9410187667560321,0.06125717727975604
0.29128630705394193,0.9410187667560321,0.06128623290154142
0.2915282392026578,0.9410187667560321,0.061387942232677316
0.29177057356608477,0.9410187667560321,0.061822850642813586
0.29201331114808654,0.9410187667560321,0.061856381532386685
0.2922564529558701,0.9410187667560321,0.06186584719380175
0.2925,0.9410187667560321,0.06191882836066931
0.292743953294412,0.9410187667560321,0.06205050267844471
0.2929883138564274,0.9410187667560321,0.06206377832752919
0.2932330827067669,0.9410187667560321,0.06216013990056484
0.29347826086956524,0.9410187667560321,0.06218254267731587
0.29372384937238494,0.9410187667560321,0.062334228310184286
0.29396984924623115,0.9410187667560321,0.06248762717480435
0.2933780385582565,0.938337801608579,0.06250778211809307
0.2936241610738255,0.938337801608579,0.0627199785051155
0.2938706968933669,0.938337801608579,0.06292677227853524
0.29411764705882354,0.938337801608579,0.06294396803941363
0.2943650126156434,0.938337801608579,0.06302071509637316
0.2946127946127946,0.938337801608579,0.06322316339594258
0.2948609941027801,0.938337801608579,0.06328713511262463
0.2951096121416526,0.938337801608579,0.06360567881205381
0.29535864978902954,0.938337801608579,0.06361094468640965
0.2956081081081081,0.938337801608579,0.06365221301599025
0.2958579881656805,0.938337801608579,0.06376947925585015
0.2961082910321489,0.938337801608579,0.06377537434649827
0.29635901778154106,0.938337801608579,0.06384035753631653
0.2966101694915254,0.938337801608579,0.0639443823455906
0.2968617472434266,0.938337801608579,0.06401074167758362
0.29711375212224106,0.938337801608579,0.06473244818488647
0.2973661852166525,0.938337801608579,0.06505525318527389
0.2976190476190476,0.938337801608579,0.06507367810810963
0.2978723404255319,0.938337801608579,0.06522429902212869
0.2981260647359455,0.938337801608579,0.06525373111826598
0.29838022165387895,0.938337801608579,0.06532810812434214
0.2986348122866894,0.938337801608579,0.06566794580185671
0.29888983774551664,0.938337801608579,0.06584499541792245
0.29914529914529914,0.938337801608579,0.06589830831128889
0.2985457656116339,0.935656836461126,0.06594773055067851
0.2988013698630137,0.935656836461126,0.06600119408647379
0.299057412167952,0.935656836461126,0.06619487061859787
0.2993138936535163,0.935656836461126,0.06623325263669365
0.2995708154506438,0.935656836461126,0.06632770931235998
0.29982817869415807,0.935656836461126,0.06651497362948536
0.3000859845227859,0.935656836461126,0.06657902283008191
0.3003442340791738,0.935656836461126,0.0669076969271657
0.3006029285099053,0.935656836461126,0.0673598009883484
0.30086206896551726,0.935656836461126,0.06742468054897101
0.3011216566005177,0.935656836461126,0.06745623677856163
0.3013816925734024,0.935656836461126,0.0675275472171836
0.3016421780466724,0.935656836461126,0.067720883710078
0.30190311418685123,0.935656836461126,0.06780714500931993
0.3021645021645022,0.935656836461126,0.0678437452272447
0.3024263431542461,0.935656836461126,0.06791819693025875
0.3026886383347788,0.935656836461126,0.0680248224258151
0.3029513888888889,0.935656836461126,0.06838240844722848
0.3032145960034752,0.935656836461126,0.06851036672478783
0.3034782608695652,0.935656836461126,0.0685705230498623
0.30374238468233244,0.935656836461126,0.06871344488077295
0.30313588850174217,0.9329758713136729,0.06892573995216514
0.30340017436791633,0.9329758713136729,0.06895393409683247
0.3036649214659686,0.9329758713136729,0.0690844705941793
0.30393013100436683,0.9329758713136729,0.06910839668314697
0.3041958041958042,0.9329758713136729,0.06926676532037944
0.30446194225721784,0.9329758713136729,0.06990618557854793
0.30385288966725044,0.9302949061662198,0.07010359434884472
0.3041191936897458,0.9302949061662198,0.0701845013263145
0.3043859649122807,0.9302949061662198,0.07036035389267645
0.30465320456540823,0.9302949061662198,0.07044796179499718
0.30492091388400705,0.9302949061662198,0.07048807701287024
0.3051890941072999,0.9302949061662198,0.07050026531620192
0.30545774647887325,0.9302949061662198,0.07067920250331443
0.30572687224669604,0.9302949061662198,0.07068457908368085
0.30599647266313934,0.9302949061662198,0.07077396585322425
0.3062665489849956,0.9302949061662198,0.07088646106771285
0.30653710247349825,0.9302949061662198,0.07089731458775504
0.3068081343943413,0.9302949061662198,0.07113574802043324
0.3070796460176991,0.9302949061662198,0.0711732456396063
0.30646589902568644,0.9276139410187667,0.07133066801962444
0.3067375886524823,0.9276139410187667,0.07149843997003417
0.3070097604259095,0.9276139410187667,0.07160735015047587
0.30728241563055064,0.9276139410187667,0.07161707514582327
0.3075555555555556,0.9276139410187667,0.07173629411783919
0.30782918149466193,0.9276139410187667,0.07178239581028283
0.3081032947462155,0.9276139410187667,0.07178814922768773
0.3083778966131907,0.9276139410187667,0.07179782671805138
0.3086529884032114,0.9276139410187667,0.07192191578633732
0.30892857142857144,0.9276139410187667,0.07196398221654245
0.3092046470062556,0.9276139410187667,0.07205935035382902
0.3085867620751342,0.9249329758713136,0.07227648140825885
0.3088630259623993,0.9249329758713136,0.07247886496245128
0.30913978494623656,0.9249329758713136,0.0725711379597292
0.30852017937219733,0.9222520107238605,0.07261962632895873
0.3087971274685817,0.9222520107238605,0.07267262092084152
0.3090745732255166,0.9222520107238605,0.07292973488416181
0.30935251798561153,0.9222520107238605,0.07295342543687529
0.3096309630963096,0.9222520107238605,0.07297660173373684
0.3099099099099099,0.9222520107238605,0.07302000349575581
0.3101893597835888,0.9222520107238605,0.07321634944040746
0.3104693140794224,0.9222520107238605,0.07328096637054733
0.3107497741644083,0.9222520107238605,0.07331915081713562
0.31103074141048825,0.9222520107238605,0.07340449710128392
0.31131221719457014,0.9222520107238605,0.0736403764813801
0.3115942028985507,0.9222520107238605,0.07373210727663353
0.3118766999093382,0.9222520107238605,0.07377495424821426
0.3121597096188748,0.9222520107238605,0.0739503833761576
0.31244323342415986,0.9222520107238605,0.073952289065163
0.31272727272727274,0.9222520107238605,0.07397028093737562
0.3130118289353958,0.9222520107238605,0.07414942915713452
0.3132969034608379,0.9222520107238605,0.0741520936648353
0.31358249772105745,0.9222520107238605,0.07426789943046311
0.31295620437956206,0.9195710455764075,0.07427469742087486
0.3132420091324201,0.9195710455764075,0.07432987540208875
0.31352833638025596,0.9195710455764075,0.07462399712205457
0.3138151875571821,0.9195710455764075,0.0746831851202536
0.3141025641025641,0.9195710455764075,0.07471107883910531
0.31439046746104493,0.9195710455764075,0.0748586797870388
0.3146788990825688,0.9195710455764075,0.074983252680879
0.3149678604224059,0.9195710455764075,0.07518803243377843
0.31525735294117646,0.9195710455764075,0.07521794173918878
0.3155473781048758,0.9195710455764075,0.07542610340128049
0.31583793738489874,0.9195710455764075,0.07573799101020644
0.3161290322580645,0.9195710455764075,0.07574720029946057
0.31642066420664205,0.9195710455764075,0.07587432149019334
0.31671283471837486,0.9195710455764075,0.07590542104780018
0.3170055452865065,0.9195710455764075,0.07596087801705537
0.3172987974098057,0.9195710455764075,0.07600980670446927
0.3175925925925926,0.9195710455764075,0.07601359541508641
0.3178869323447637,0.9195710455764075,0.07601822098778663
0.3181818181818182,0.9195710455764075,0.0761936726552904
0.31847725162488394,0.9195710455764075,0.07636851677740948
0.3187732342007435,0.9195710455764075,0.0765346145927583
0.31906976744186044,0.9195710455764075,0.07654252368263278
0.319366852886406,0.9195710455764075,0.07656767249957128
0.3196644920782852,0.9195710455764075,0.07690552015123286
0.3199626865671642,0.9195710455764075,0.07705948103006274
0.3202614379084967,0.9195710455764075,0.07708179397130832
0.31962616822429907,0.9168900804289544,0.07730452181424435
0.3199251637043966,0.9168900804289544,0.07732063271891329
0.3202247191011236,0.9168900804289544,0.07735480727664384
0.32052483598875353,0.9168900804289544,0.07753805867699366
0.32082551594746717,0.9168900804289544,0.07783412838188762
0.3211267605633803,0.9168900804289544,0.07788715124536003
0.32142857142857145,0.9168900804289544,0.07791872288559966
0.3217309501411101,0.9168900804289544,0.07807738158610396
0.3220338983050847,0.9168900804289544,0.07814254685235815
0.3223374175306315,0.9168900804289544,0.07830345384936623
0.32264150943396225,0.9168900804289544,0.07858580078801344
0.32200188857412654,0.9142091152815014,0.07923043918138092
0.3223062381852552,0.9142091152815014,0.07925659790012221
0.3226111636707663,0.9142091152815014,0.07931588298213722
0.3229166666666667,0.9142091152815014,0.07941208854908383
0.3232227488151659,0.9142091152815014,0.07948588486210736
0.3235294117647059,0.9142091152815014,0.07977737980373131
0.3238366571699905,0.9142091152815014,0.07996192712877874
0.3231939163498099,0.9115281501340483,0.08015217428552392
0.3235014272121789,0.9115281501340483,0.0802789610811015
0.3238095238095238,0.9115281501340483,0.08054713067159551
0.32411820781696854,0.9115281501340483,0.08071782134270129
0.3244274809160305,0.9115281501340483,0.0809888580773393
0.3237822349570201,0.9088471849865952,0.08099682121201043
0.3240917782026769,0.9088471849865952,0.08109847502432092
0.3244019138755981,0.9088471849865952,0.0811613878417701
0.32471264367816094,0.9088471849865952,0.08121610568793797
0.32502396931927136,0.9088471849865952,0.08123107316007667
0.3253358925143954,0.9088471849865952,0.08126504783469939
0.3256484149855908,0.9088471849865952,0.08171720548047211
0.32596153846153847,0.9088471849865952,0.08186608241014069
0.3262752646775746,0.9088471849865952,0.08195074403271793
0.3265895953757225,0.9088471849865952,0.08204692542282595
0.32690453230472516,0.9088471849865952,0.08214645613922246
0.32722007722007723,0.9088471849865952,0.08216306113485777
0.32753623188405795,0.9088471849865952,0.08230878408926744
0.327852998065764,0.9088471849865952,0.08231240264777265
0.3281703775411423,0.9088471849865952,0.08250622506672564
0.32848837209302323,0.9088471849865952,0.08251995176167255
0.3288069835111542,0.9088471849865952,0.08252438460700047
0.329126213592233,0.9088471849865952,0.08260502335434187
0.3294460641399417,0.9088471849865952,0.08262309092968925
0.32976653696498054,0.9088471849865952,0.08275670154565024
0.33008763388510226,0.9088471849865952,0.0833238005163792
0.3304093567251462,0.9088471849865952,0.08364593987505049
0.3307317073170732,0.9088471849865952,0.0836971194669311
0.3310546875,0.9088471849865952,0.08374952077396651
0.3313782991202346,0.9088471849865952,0.08383750058059275
0.33170254403131116,0.9088471849865952,0.08388548772625375
0.33202742409402547,0.9088471849865952,0.08395837441824693
0.3323529411764706,0.9088471849865952,0.08398345366859009
0.3326790971540726,0.9088471849865952,0.08425935372020829
0.3330058939096267,0.9088471849865952,0.08431137137066726
0.3333333333333333,0.9088471849865952,0.084326155048107
0.33366141732283466,0.9088471849865952,0.0843792254213333
0.33399014778325126,0.9088471849865952,0.08442427872326431
0.3343195266272189,0.9088471849865952,0.08463867902759195
0.33464955577492594,0.9088471849865952,0.08464800737351592
0.3349802371541502,0.9088471849865952,0.08487978992959445
0.3353115727002967,0.9088471849865952,0.08512515828009301
0.33564356435643566,0.9088471849865952,0.08535821497541425
0.33597621407333994,0.9088471849865952,0.08541233232719564
0.3353174603174603,0.9061662198391421,0.0854260983864269
0.3356504468718967,0.9061662198391421,0.08563278708463325
0.3359840954274354,0.9061662198391421,0.08570623349064378
0.336318407960199,0.9061662198391421,0.08575960437824913
0.33665338645418325,0.9061662198391421,0.08591812736189323
0.3369890329012961,0.9061662198391421,0.0860576717360961
0.3373253493013972,0.9061662198391421,0.08616442745338702
0.33766233766233766,0.9061662198391421,0.08662937013751651
0.338,0.9061662198391421,0.08667851393087865
0.3383383383383383,0.9061662198391421,0.08667907018134509
0.3376753507014028,0.903485254691689,0.08674212476353739
0.33801404212637914,0.903485254691689,0.08689493540487998
0.3373493975903614,0.900804289544236,0.08692991129679892
0.33768844221105526,0.900804289544236,0.08694431003140368
0.3380281690140845,0.900804289544236,0.08695987071801208
0.338368580060423,0.900804289544236,0.0871865854880774
0.3387096774193548,0.900804289544236,0.08719361825173719
0.33905146316851664,0.900804289544236,0.08729778519452137
0.3393939393939394,0.900804289544236,0.08730326093443062
0.33872598584428715,0.8981233243967829,0.08746958647303034
0.3390688259109312,0.8981233243967829,0.08753838377776862
0.3394123606889564,0.8981233243967829,0.08772386201688809
0.33975659229208927,0.8981233243967829,0.08778218285647162
0.3401015228426396,0.8981233243967829,0.08791526313623654
0.3404471544715447,0.8981233243967829,0.0879338836297385
0.340793489318413,0.8981233243967829,0.08827127982286959
0.3411405295315682,0.8981233243967829,0.08838683559186038
0.3414882772680938,0.8981233243967829,0.08853335331777437
0.34183673469387754,0.8981233243967829,0.08857982591255048
0.3421859039836568,0.8981233243967829,0.08885807864134722
0.3425357873210634,0.8981233243967829,0.08897141681092893
0.3428863868986694,0.8981233243967829,0.08900013910497893
0.3432377049180328,0.8981233243967829,0.08931507944287617
0.3435897435897436,0.8981233243967829,0.0893279487233223
0.34394250513347024,0.8981233243967829,0.08942155771319261
0.3442959917780062,0.8981233243967829,0.08962339797179847
0.3446502057613169,0.8981233243967829,0.09029933749975318
0.345005149330587,0.8981233243967829,0.0905450199969548
0.34536082474226804,0.8981233243967829,0.09054700460898225
0.3457172342621259,0.8981233243967829,0.09055758141535791
0.34607438016528924,0.8981233243967829,0.0906188638805544
0.34643226473629785,0.8981233243967829,0.09069904544882176
0.34575569358178054,0.8954423592493298,0.09110833313845014
0.3450777202072539,0.8927613941018767,0.09112901187293106
0.3454356846473029,0.8927613941018767,0.09124958197341856
0.34475597092419524,0.8900804289544236,0.09125918753735061
0.34511434511434513,0.8900804289544236,0.09135902660823271
0.34547346514047866,0.8900804289544236,0.0914209913169096
0.3458333333333333,0.8900804289544236,0.09148295560517535
0.34515119916579773,0.8873994638069705,0.09148764011554236
0.3455114822546973,0.8873994638069705,0.0916932156476267
0.3458725182863114,0.8873994638069705,0.09170386569684862
0.34623430962343094,0.8873994638069705,0.09189629071321515
0.34659685863874345,0.8873994638069705,0.09196313308664292
0.3469601677148847,0.8873994638069705,0.09261145978068762
0.3462749213011542,0.8847184986595175,0.09267405059019683
0.34663865546218486,0.8847184986595175,0.09274559917215028
0.3470031545741325,0.8847184986595175,0.09294163319400356
0.3473684210526316,0.8847184986595175,0.09294223842462015
0.34773445732349845,0.8847184986595175,0.09305934454253817
